Common_Genes	group_name
tyms	hsa-mir-194-5p_paclitaxel
rbx1	hsa-mir-194-5p_fluorouracil
tyms	hsa-mir-194-5p_fluorouracil
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_cisplatin
rac1	hsa-mir-194-5p_dabrafenib
rac1	hsa-mir-194-5p_vemurafenib
ptpn12	hsa-mir-194-5p_sunitinib
igf1r	hsa-mir-194-5p_ceritinib
tyms	hsa-mir-194-5p_paclitaxel
dnmt3a	hsa-mir-194-5p_trametinib
rac1	hsa-mir-194-5p_vemurafenib
rac1	hsa-mir-194-5p_vemurafenib
dnmt3a	hsa-mir-194-5p_trametinib
dnmt3a	hsa-mir-194-5p_trametinib
rac1	hsa-mir-194-5p_vemurafenib
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_cisplatin
igf1r	hsa-mir-194-5p_gefitinib
tyms	hsa-mir-194-5p_paclitaxel
rbx1	hsa-mir-194-5p_fluorouracil
tyms	hsa-mir-194-5p_fluorouracil
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_paclitaxel
tyms	hsa-mir-194-5p_cisplatin
tyms	hsa-mir-194-5p_cisplatin
myc	hsa-mir-195-3p_cisplatin
ube2i	hsa-mir-195-3p_cisplatin
myc	hsa-mir-195-3p_cisplatin
ube2i	hsa-mir-195-3p_cisplatin
myb	hsa-mir-195-5p_doxorubicin
birc5	hsa-mir-195-5p_doxorubicin
ccnd1	hsa-mir-195-5p_doxorubicin
bcl2	hsa-mir-195-5p_doxorubicin
myb	hsa-mir-195-5p_doxorubicin
birc5	hsa-mir-195-5p_doxorubicin
ccnd1	hsa-mir-195-5p_doxorubicin
bcl2	hsa-mir-195-5p_doxorubicin
raf1	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_docetaxel
tubb2a	hsa-mir-195-5p_docetaxel
birc5	hsa-mir-195-5p_docetaxel
bcl2	hsa-mir-195-5p_docetaxel
abcc6	hsa-mir-195-5p_docetaxel
tubb	hsa-mir-195-5p_docetaxel
raf1	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_docetaxel
tubb2a	hsa-mir-195-5p_docetaxel
birc5	hsa-mir-195-5p_docetaxel
bcl2	hsa-mir-195-5p_docetaxel
abcc6	hsa-mir-195-5p_docetaxel
tubb	hsa-mir-195-5p_docetaxel
raf1	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_docetaxel
tubb2a	hsa-mir-195-5p_docetaxel
birc5	hsa-mir-195-5p_docetaxel
bcl2	hsa-mir-195-5p_docetaxel
abcc6	hsa-mir-195-5p_docetaxel
tubb	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
myb	hsa-mir-195-5p_doxorubicin
birc5	hsa-mir-195-5p_doxorubicin
ccnd1	hsa-mir-195-5p_doxorubicin
bcl2	hsa-mir-195-5p_doxorubicin
myb	hsa-mir-195-5p_doxorubicin
birc5	hsa-mir-195-5p_doxorubicin
ccnd1	hsa-mir-195-5p_doxorubicin
bcl2	hsa-mir-195-5p_doxorubicin
raf1	hsa-mir-195-5p_paclitaxel
chek1	hsa-mir-195-5p_paclitaxel
tubb2a	hsa-mir-195-5p_paclitaxel
jak2	hsa-mir-195-5p_paclitaxel
birc5	hsa-mir-195-5p_paclitaxel
bcl2	hsa-mir-195-5p_paclitaxel
cdkn1a	hsa-mir-195-5p_paclitaxel
tubb	hsa-mir-195-5p_paclitaxel
fasn	hsa-mir-195-5p_paclitaxel
pdcd4	hsa-mir-195-5p_paclitaxel
slc29a1	hsa-mir-195-5p_paclitaxel
raf1	hsa-mir-195-5p_gemcitabine
btrc	hsa-mir-195-5p_gemcitabine
chek1	hsa-mir-195-5p_gemcitabine
wee1	hsa-mir-195-5p_gemcitabine
slc29a1	hsa-mir-195-5p_gemcitabine
raf1	hsa-mir-195-5p_gemcitabine
btrc	hsa-mir-195-5p_gemcitabine
chek1	hsa-mir-195-5p_gemcitabine
wee1	hsa-mir-195-5p_gemcitabine
slc29a1	hsa-mir-195-5p_gemcitabine
mthfr	hsa-mir-195-5p_oxaliplatin
bcl2	hsa-mir-195-5p_oxaliplatin
ret	hsa-mir-195-5p_imatinib
taok1	hsa-mir-195-5p_imatinib
bcl2l11	hsa-mir-195-5p_imatinib
smad3	hsa-mir-195-5p_imatinib
jak2	hsa-mir-195-5p_imatinib
birc5	hsa-mir-195-5p_imatinib
abl2	hsa-mir-195-5p_imatinib
raf1	hsa-mir-195-5p_paclitaxel
chek1	hsa-mir-195-5p_paclitaxel
tubb2a	hsa-mir-195-5p_paclitaxel
jak2	hsa-mir-195-5p_paclitaxel
birc5	hsa-mir-195-5p_paclitaxel
bcl2	hsa-mir-195-5p_paclitaxel
cdkn1a	hsa-mir-195-5p_paclitaxel
tubb	hsa-mir-195-5p_paclitaxel
fasn	hsa-mir-195-5p_paclitaxel
pdcd4	hsa-mir-195-5p_paclitaxel
slc29a1	hsa-mir-195-5p_paclitaxel
raf1	hsa-mir-195-5p_paclitaxel
chek1	hsa-mir-195-5p_paclitaxel
tubb2a	hsa-mir-195-5p_paclitaxel
jak2	hsa-mir-195-5p_paclitaxel
birc5	hsa-mir-195-5p_paclitaxel
bcl2	hsa-mir-195-5p_paclitaxel
cdkn1a	hsa-mir-195-5p_paclitaxel
tubb	hsa-mir-195-5p_paclitaxel
fasn	hsa-mir-195-5p_paclitaxel
pdcd4	hsa-mir-195-5p_paclitaxel
slc29a1	hsa-mir-195-5p_paclitaxel
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_prednisolone
raf1	hsa-mir-195-5p_sorafenib
ret	hsa-mir-195-5p_sorafenib
taok1	hsa-mir-195-5p_sorafenib
kdr	hsa-mir-195-5p_sorafenib
cdk8	hsa-mir-195-5p_sorafenib
dyrk3	hsa-mir-195-5p_sorafenib
srpk1	hsa-mir-195-5p_sorafenib
vegfa	hsa-mir-195-5p_sorafenib
rps6kb1	hsa-mir-195-5p_sorafenib
mink1	hsa-mir-195-5p_sorafenib
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
raf1	hsa-mir-195-5p_sorafenib
ret	hsa-mir-195-5p_sorafenib
taok1	hsa-mir-195-5p_sorafenib
kdr	hsa-mir-195-5p_sorafenib
cdk8	hsa-mir-195-5p_sorafenib
dyrk3	hsa-mir-195-5p_sorafenib
srpk1	hsa-mir-195-5p_sorafenib
vegfa	hsa-mir-195-5p_sorafenib
rps6kb1	hsa-mir-195-5p_sorafenib
mink1	hsa-mir-195-5p_sorafenib
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
akt3	hsa-mir-195-5p_vemurafenib
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
raf1	hsa-mir-195-5p_gemcitabine
btrc	hsa-mir-195-5p_gemcitabine
chek1	hsa-mir-195-5p_gemcitabine
wee1	hsa-mir-195-5p_gemcitabine
slc29a1	hsa-mir-195-5p_gemcitabine
ccne1	hsa-mir-195-5p_fulvestrant
cdk6	hsa-mir-195-5p_fulvestrant
smad3	hsa-mir-195-5p_azacitidine
atad5	hsa-mir-195-5p_azacitidine
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
raf1	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_docetaxel
tubb2a	hsa-mir-195-5p_docetaxel
birc5	hsa-mir-195-5p_docetaxel
bcl2	hsa-mir-195-5p_docetaxel
abcc6	hsa-mir-195-5p_docetaxel
tubb	hsa-mir-195-5p_docetaxel
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_oxaliplatin
bcl2	hsa-mir-195-5p_oxaliplatin
crkl	hsa-mir-195-5p_gefitinib
pim1	hsa-mir-195-5p_gefitinib
mink1	hsa-mir-195-5p_gefitinib
mthfr	hsa-mir-195-5p_trastuzumab
birc5	hsa-mir-195-5p_trastuzumab
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_oxaliplatin
bcl2	hsa-mir-195-5p_oxaliplatin
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
mthfr	hsa-mir-195-5p_fluorouracil
insr	hsa-mir-195-5p_fluorouracil
cdkn1a	hsa-mir-195-5p_fluorouracil
fgfr4	hsa-mir-195-5p_fluorouracil
ccnd1	hsa-mir-195-5p_fluorouracil
mecp2	hsa-mir-195-5p_fluorouracil
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
raf1	hsa-mir-195-5p_paclitaxel
chek1	hsa-mir-195-5p_paclitaxel
tubb2a	hsa-mir-195-5p_paclitaxel
jak2	hsa-mir-195-5p_paclitaxel
birc5	hsa-mir-195-5p_paclitaxel
bcl2	hsa-mir-195-5p_paclitaxel
cdkn1a	hsa-mir-195-5p_paclitaxel
tubb	hsa-mir-195-5p_paclitaxel
fasn	hsa-mir-195-5p_paclitaxel
pdcd4	hsa-mir-195-5p_paclitaxel
slc29a1	hsa-mir-195-5p_paclitaxel
raf1	hsa-mir-195-5p_sorafenib
ret	hsa-mir-195-5p_sorafenib
taok1	hsa-mir-195-5p_sorafenib
kdr	hsa-mir-195-5p_sorafenib
cdk8	hsa-mir-195-5p_sorafenib
dyrk3	hsa-mir-195-5p_sorafenib
srpk1	hsa-mir-195-5p_sorafenib
vegfa	hsa-mir-195-5p_sorafenib
rps6kb1	hsa-mir-195-5p_sorafenib
mink1	hsa-mir-195-5p_sorafenib
raf1	hsa-mir-195-5p_cisplatin
chek1	hsa-mir-195-5p_cisplatin
mthfr	hsa-mir-195-5p_cisplatin
bcl2	hsa-mir-195-5p_cisplatin
hspa8	hsa-mir-195-5p_cisplatin
ccnd1	hsa-mir-195-5p_cisplatin
mecp2	hsa-mir-195-5p_cisplatin
gabpa	hsa-mir-195-5p_cisplatin
cyp1a2	hsa-mir-196a-3p_tamoxifen
ercc1	hsa-mir-196a-3p_cisplatin
dffb	hsa-mir-196a-3p_cisplatin
cyp1a2	hsa-mir-196a-3p_etoposide
ercc1	hsa-mir-196a-3p_doxorubicin
cyp1a2	hsa-mir-196a-3p_doxorubicin
akr7a2	hsa-mir-196a-3p_doxorubicin
fgf2	hsa-mir-196a-3p_vincristine
ercc1	hsa-mir-196a-3p_paclitaxel
slc29a1	hsa-mir-196a-3p_paclitaxel
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
cdkn1b	hsa-mir-196a-5p_doxorubicin
casp3	hsa-mir-196a-5p_doxorubicin
ccnd1	hsa-mir-196a-5p_doxorubicin
tyms	hsa-mir-196a-5p_verapamil
myc	hsa-mir-196a-5p_verapamil
mapk1	hsa-mir-196a-5p_sorafenib
hmox1	hsa-mir-196a-5p_sorafenib
myc	hsa-mir-196a-5p_imatinib
tyms	hsa-mir-196a-5p_tamoxifen
e2f7	hsa-mir-196a-5p_tamoxifen
ccnd1	hsa-mir-196a-5p_tamoxifen
igf1r	hsa-mir-196a-5p_tamoxifen
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_tamoxifen
e2f7	hsa-mir-196a-5p_tamoxifen
ccnd1	hsa-mir-196a-5p_tamoxifen
igf1r	hsa-mir-196a-5p_tamoxifen
cdkn1b	hsa-mir-196a-5p_doxorubicin
casp3	hsa-mir-196a-5p_doxorubicin
ccnd1	hsa-mir-196a-5p_doxorubicin
tuba1b	hsa-mir-196a-5p_docetaxel
tubb	hsa-mir-196a-5p_docetaxel
cdkn1b	hsa-mir-196a-5p_doxorubicin
casp3	hsa-mir-196a-5p_doxorubicin
ccnd1	hsa-mir-196a-5p_doxorubicin
tuba1b	hsa-mir-196a-5p_docetaxel
tubb	hsa-mir-196a-5p_docetaxel
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_tamoxifen
e2f7	hsa-mir-196a-5p_tamoxifen
ccnd1	hsa-mir-196a-5p_tamoxifen
igf1r	hsa-mir-196a-5p_tamoxifen
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
cdkn1b	hsa-mir-196a-5p_doxorubicin
casp3	hsa-mir-196a-5p_doxorubicin
ccnd1	hsa-mir-196a-5p_doxorubicin
tyms	hsa-mir-196a-5p_tamoxifen
e2f7	hsa-mir-196a-5p_tamoxifen
ccnd1	hsa-mir-196a-5p_tamoxifen
igf1r	hsa-mir-196a-5p_tamoxifen
igf1r	hsa-mir-196a-5p_ceritinib
igf1r	hsa-mir-196a-5p_gefitinib
mapk1	hsa-mir-196a-5p_yuanhuadine
tyms	hsa-mir-196a-5p_paclitaxel
cdkn1a	hsa-mir-196a-5p_paclitaxel
tubb	hsa-mir-196a-5p_paclitaxel
casp3	hsa-mir-196a-5p_paclitaxel
pdcd4	hsa-mir-196a-5p_paclitaxel
tuba1b	hsa-mir-196a-5p_paclitaxel
cdkn1b	hsa-mir-196a-5p_doxorubicin
casp3	hsa-mir-196a-5p_doxorubicin
ccnd1	hsa-mir-196a-5p_doxorubicin
tyms	hsa-mir-196a-5p_paclitaxel
cdkn1a	hsa-mir-196a-5p_paclitaxel
tubb	hsa-mir-196a-5p_paclitaxel
casp3	hsa-mir-196a-5p_paclitaxel
pdcd4	hsa-mir-196a-5p_paclitaxel
tuba1b	hsa-mir-196a-5p_paclitaxel
anxa1	hsa-mir-196a-5p_trastuzumab
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
tyms	hsa-mir-196a-5p_cisplatin
lrp2	hsa-mir-196a-5p_cisplatin
myc	hsa-mir-196a-5p_cisplatin
ccnd1	hsa-mir-196a-5p_cisplatin
casp3	hsa-mir-196a-5p_cisplatin
cdkn1b	hsa-mir-196b-5p_doxorubicin
pik3cg	hsa-mir-196b-5p_doxorubicin
bcl2	hsa-mir-196b-5p_doxorubicin
myc	hsa-mir-196b-5p_verapamil
cacnb3	hsa-mir-196b-5p_verapamil
cdkn1b	hsa-mir-196b-5p_doxorubicin
pik3cg	hsa-mir-196b-5p_doxorubicin
bcl2	hsa-mir-196b-5p_doxorubicin
bcl2	hsa-mir-196b-5p_oxaliplatin
tle3	hsa-mir-196b-5p_docetaxel
bcl2	hsa-mir-196b-5p_docetaxel
tubb	hsa-mir-196b-5p_docetaxel
ets2	hsa-mir-196b-5p_gemcitabine
cdkn1b	hsa-mir-196b-5p_doxorubicin
pik3cg	hsa-mir-196b-5p_doxorubicin
bcl2	hsa-mir-196b-5p_doxorubicin
mapk1	hsa-mir-196b-5p_etoposide
bcl2	hsa-mir-196b-5p_etoposide
hsd17b10	hsa-mir-196b-5p_cisplatin
myc	hsa-mir-196b-5p_cisplatin
fas	hsa-mir-196b-5p_cisplatin
bcl2	hsa-mir-196b-5p_cisplatin
hsd17b10	hsa-mir-196b-5p_cisplatin
myc	hsa-mir-196b-5p_cisplatin
fas	hsa-mir-196b-5p_cisplatin
bcl2	hsa-mir-196b-5p_cisplatin
bcl2	hsa-mir-196b-5p_paclitaxel
tle3	hsa-mir-196b-5p_paclitaxel
ets2	hsa-mir-196b-5p_paclitaxel
pik3cg	hsa-mir-196b-5p_paclitaxel
tubb	hsa-mir-196b-5p_paclitaxel
fos	hsa-mir-196b-5p_paclitaxel
hsd17b10	hsa-mir-196b-5p_cisplatin
myc	hsa-mir-196b-5p_cisplatin
fas	hsa-mir-196b-5p_cisplatin
bcl2	hsa-mir-196b-5p_cisplatin
e2f7	hsa-mir-196b-5p_tamoxifen
mapk1	hsa-mir-196b-5p_etoposide
bcl2	hsa-mir-196b-5p_etoposide
fas	hsa-mir-196b-5p_teniposide
bcl2	hsa-mir-196b-5p_teniposide
e2f7	hsa-mir-196b-5p_tamoxifen
akt1	hsa-mir-196b-5p_vemurafenib
akt1	hsa-mir-196b-5p_vemurafenib
myc	hsa-mir-196b-5p_temozolomide
msh6	hsa-mir-196b-5p_temozolomide
bcl2	hsa-mir-196b-5p_oxaliplatin
ets2	hsa-mir-196b-5p_gemcitabine
bcl2	hsa-mir-196b-5p_paclitaxel
tle3	hsa-mir-196b-5p_paclitaxel
ets2	hsa-mir-196b-5p_paclitaxel
pik3cg	hsa-mir-196b-5p_paclitaxel
tubb	hsa-mir-196b-5p_paclitaxel
fos	hsa-mir-196b-5p_paclitaxel
akt1	hsa-mir-196b-5p_dabrafenib
abcc3	hsa-mir-197-3p_paclitaxel
chek1	hsa-mir-197-3p_paclitaxel
fgd4	hsa-mir-197-3p_paclitaxel
spidr	hsa-mir-197-3p_paclitaxel
sod2	hsa-mir-197-3p_paclitaxel
fasn	hsa-mir-197-3p_paclitaxel
pdcd4	hsa-mir-197-3p_paclitaxel
mapk1	hsa-mir-197-3p_etoposide
eif4e	hsa-mir-197-3p_etoposide
abcc3	hsa-mir-197-3p_etoposide
chek1	hsa-mir-197-3p_etoposide
hnf4a	hsa-mir-197-3p_docetaxel
fbxw7	hsa-mir-197-3p_docetaxel
ccna2	hsa-mir-197-3p_tamoxifen
prkd2	hsa-mir-197-3p_erlotinib
mapk1	hsa-mir-197-3p_erlotinib
hspa4	hsa-mir-197-3p_cisplatin
chek1	hsa-mir-197-3p_cisplatin
mthfd1	hsa-mir-197-3p_cisplatin
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
klc1	hsa-mir-197-3p_fluorouracil
bcr	hsa-mir-197-3p_vincristine
abcc3	hsa-mir-197-3p_vincristine
pnpla3	hsa-mir-197-3p_vincristine
actg1	hsa-mir-197-3p_vincristine
fasn	hsa-mir-197-3p_taxol
abcc3	hsa-mir-197-3p_paclitaxel
chek1	hsa-mir-197-3p_paclitaxel
fgd4	hsa-mir-197-3p_paclitaxel
spidr	hsa-mir-197-3p_paclitaxel
sod2	hsa-mir-197-3p_paclitaxel
fasn	hsa-mir-197-3p_paclitaxel
pdcd4	hsa-mir-197-3p_paclitaxel
klc1	hsa-mir-197-3p_fluorouracil
klc1	hsa-mir-197-3p_fluorouracil
klc1	hsa-mir-197-3p_fluorouracil
mapk1	hsa-mir-197-3p_mitoxantrone
hspa4	hsa-mir-197-3p_cisplatin
chek1	hsa-mir-197-3p_cisplatin
mthfd1	hsa-mir-197-3p_cisplatin
ccna2	hsa-mir-197-3p_tamoxifen
spidr	hsa-mir-197-3p_epirubicin
abcc3	hsa-mir-197-3p_paclitaxel
chek1	hsa-mir-197-3p_paclitaxel
fgd4	hsa-mir-197-3p_paclitaxel
spidr	hsa-mir-197-3p_paclitaxel
sod2	hsa-mir-197-3p_paclitaxel
fasn	hsa-mir-197-3p_paclitaxel
pdcd4	hsa-mir-197-3p_paclitaxel
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
ccna2	hsa-mir-197-3p_tamoxifen
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
hspa4	hsa-mir-197-3p_cisplatin
chek1	hsa-mir-197-3p_cisplatin
mthfd1	hsa-mir-197-3p_cisplatin
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
hspa4	hsa-mir-197-3p_cisplatin
chek1	hsa-mir-197-3p_cisplatin
mthfd1	hsa-mir-197-3p_cisplatin
abcc3	hsa-mir-197-3p_paclitaxel
chek1	hsa-mir-197-3p_paclitaxel
fgd4	hsa-mir-197-3p_paclitaxel
spidr	hsa-mir-197-3p_paclitaxel
sod2	hsa-mir-197-3p_paclitaxel
fasn	hsa-mir-197-3p_paclitaxel
pdcd4	hsa-mir-197-3p_paclitaxel
prkd2	hsa-mir-197-3p_gefitinib
klc1	hsa-mir-197-3p_fluorouracil
klc1	hsa-mir-197-3p_fluorouracil
chek1	hsa-mir-197-3p_gemcitabine
mthfd1	hsa-mir-197-3p_gemcitabine
hnf4a	hsa-mir-197-3p_docetaxel
fbxw7	hsa-mir-197-3p_docetaxel
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
fasn	hsa-mir-197-3p_taxol
abcc3	hsa-mir-197-3p_doxorubicin
mthfd1	hsa-mir-197-3p_doxorubicin
pmaip1	hsa-mir-197-3p_bortezomib
hspa4	hsa-mir-197-3p_bortezomib
cd44	hsa-mir-197-5p_cisplatin
cd44	hsa-mir-197-5p_cisplatin
cd44	hsa-mir-197-5p_cisplatin
tp53	hsa-mir-1972_fluorouracil
cdkn1a	hsa-mir-1972_fluorouracil
mthfr	hsa-mir-1972_fluorouracil
tp53	hsa-mir-1972_gemcitabine
cbl	hsa-mir-1972_gemcitabine
tp53	hsa-mir-1972_dabrafenib
tp53	hsa-mir-1972_vemurafenib
cbl	hsa-mir-1972_vemurafenib
tp53	hsa-mir-1972_doxorubicin
ca6	hsa-mir-1972_curcumin
tp53	hsa-mir-1972_fulvestrant
cdk6	hsa-mir-1972_fulvestrant
tp53	hsa-mir-1972_vemurafenib
cbl	hsa-mir-1972_vemurafenib
