Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
24314246,miR-15a,hsa-mir-15a,MI0000069,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-16,hsa-mir-16-1,MI0000070,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-16,hsa-mir-16-1,MI0000070,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-16,hsa-mir-16-1,MI0000070,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181a,hsa-mir-181a-2,MI0000269,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181a,hsa-mir-181a-2,MI0000269,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181a,hsa-mir-181a-2,MI0000269,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181d,hsa-mir-181d,MI0003139,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181d,hsa-mir-181d,MI0003139,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-181d,hsa-mir-181d,MI0003139,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-194,hsa-mir-194-1,MI0000488,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-194,hsa-mir-194-1,MI0000488,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-194,hsa-mir-194-1,MI0000488,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-27b ,hsa-mir-27b,MI0000440,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-27b ,hsa-mir-27b,MI0000440,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-27b ,hsa-mir-27b,MI0000440,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-30b,hsa-mir-30b,MI0000441,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-30b,hsa-mir-30b,MI0000441,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-30b,hsa-mir-30b,MI0000441,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24316511,miR-520h,hsa-mir-520h,MI0003175,Doxorubicin (Adriamycin),31703,MKN45 and MKN28,-,-,-,gastric cancer,in vitro,Low,Sensitive,HDAC-1,-,2014,Downregulation of histone deacetylase 1 by microRNA-520h contributes to the chemotherapeutic effect of doxorubicin.,Doxorubicin-induced cell death was impaired by exogenous HDAC1 or by miR-520h inhibitor.
24317363,miR-200b,hsa-mir-200b,MI0000342,Docetaxel,148124,PC3 and DU-145,-,-,-,prostate cancer,in vitro,Low,Sensitive,Bmi-1,-,2014,"miR-200b suppresses cell proliferation, migration and enhances chemosensitivity in prostate cancer by regulating Bmi-1.",Enforced miR-200b expression suppressed PCa cell proliferation and migration and enhanced chemosensitivity to docetaxel by targeting B-cell-specific Moloney murine leukemia virus insertion site 1 (Bmi-1).
24318997,miR-328,hsa-mir-328,MI0000804,Cisplatin,2767,HCT-116,-,-,-,colorectal cancer,in vitro,Low,Sensitive,CD44,-,2014,Macrophage-derived reactive oxygen species suppress miR-328 targeting CD44 in cancer cells and promote redox adaptation.,HCT116 cells transfected with miR-328 mimics were significantly less resistant to H2O2 and CDDP than control HCT116 cells.
24318997,miR-328,hsa-mir-328,MI0000804,Hydrogen Peroxide (H2O2),784,HCT116,-,-,-,colorectal cancer,in vitro,Low,Sensitive,CD44,-,2014,Macrophage-derived reactive oxygen species suppress miR-328 targeting CD44 in cancer cells and promote redox adaptation.,HCT116 cells transfected with miR-328 mimics were significantly less resistant to H2O2 and CDDP than control HCT116 cells.
24324033,miR-221,hsa-mir-221,MI0000298,Doxorubicin (Adriamycin),31703,HepG2 and SNU449,-,-,-,hepatocellular carcinoma,in vitro,Low,Resistant,MDM2,-,2014,p53/mdm2 feedback loop sustains miR-221 expression and dictates the response to anticancer treatments in hepatocellular carcinoma.,"In these cell lines, miR-221 silencing determined an increased sensitization to doxorubicin challenge in terms of caspase-3/7 activity assay."
24330517,miR-223,hsa-mir-223,MI0000300,Praziquantel,4891,-,-,mice,-,Schistosoma japonicum infection,in vivo,Low,Sensitive,-,-,2013,Host serum miR-223 is a potential new biomarker for Schistosoma japonicum infection and the response to chemotherapy,"We showed both hydroxyproline content and the circulating miR-223 were returned to near normality within one month after PZQ treatment, indicating the serum miR-223 marker is sensitive to chemotherapy and could be potentially developed as new tool for measurement of the response to chemotherapy."
24331411,miR-21,hsa-mir-21,MI0000077,Gefitinib,123631,-,PC-9 vs PC-9/R,Mice,-,non-small cell lung cancer,in vitro and in vivo,Low,Resistant,PTEN and PDCD4,-,2014,MiR-21 overexpression is associated with acquired resistance of EGFR-TKI in non-small cell lung cancer.,"Furthermore, serum miR-21 expression in NSCLC Patient treated with EGFR-TKI was significantly higher at the time of acquiring resistance than at baseline (p<0.01)."
24335172,miR-181a,hsa-mir-181a-2,MI0000269,Doxorubicin (Adriamycin),31703,-,MCF-7 vs MCF-7/ADR,-,-,breast cancer,in vitro,Low,Sensitive,Bcl-2 ,-,2013,The function role of miR-181a in chemosensitivity to adriamycin by targeting Bcl-2 in low-invasive breast cancer cells.,The down-regulation of miR-181a decreased adriamycin-induced apoptosis in MCF-7 cells. 
24345332,miR-30d,hsa-mir-30d,MI0000255,Cisplatin,2767,SW3716 and 8305C,-,Mice,-,anaplastic thyroid carcinoma,in vitro and in vivo,Low,Sensitive,beclin 1,-,2014,Regulation of autophagy by miR-30d impacts sensitivity of anaplastic thyroid carcinoma to cisplatin.,We further showed that inhibition of the beclin 1-mediated autophagy by the miR-30d mimic sensitized ATC cells to cisplatin both in vitro (cell culture) and in vivo (animal xenograft model). 
24348845,miR-106a,hsa-mir-106a,MI0000113,Cisplatin,2767,-,OVCAR3 vs OVCAR3/CDDP,-,-,ovarian cancer,in vitro,Low,Resistant,PDCD4,-,2014,microRNA-106a modulates cisplatin sensitivity by targeting PDCD4 in human ovarian cancer cells.,The expression of the PDCD4 protein and the sensitivity to CDDP was decreased in the OVCAR3 cells that were transfected with the mimics of miR-106a.
